#time,accel_x,accel_y,accel_z
16312.116783,-370.102971,0.000000,9474.636058
16312.117106,0.000000,0.000000,9400.615463
16312.117430,-444.123565,689.485948,8734.430116
16312.117754,740.205942,1149.143247,9104.533087
16312.118078,1110.308913,689.485948,9474.636058
16312.118402,222.061783,995.924147,9474.636058
16312.118726,0.000000,842.705048,9474.636058
16312.119050,592.164754,383.047749,9548.656652
16312.119374,740.205942,612.876398,9474.636058
16312.119698,-518.144159,919.314598,9030.512492
16312.120022,0.000000,536.266849,9474.636058
16312.120346,-222.061783,383.047749,9104.533087
16312.120670,0.000000,229.828649,9178.553681
16312.120994,0.000000,383.047749,9474.636058
16312.121318,-296.082377,459.657299,9326.594869
16312.121642,518.144159,383.047749,9030.512492
16312.121966,666.185348,612.876398,8956.491898
16312.122290,296.082377,766.095498,9104.533087
16312.122613,-74.020594,689.485948,9178.553681
16312.122937,0.000000,766.095498,9104.533087
16312.123261,0.000000,459.657299,9178.553681
16312.123585,-370.102971,153.219100,9326.594869
16312.123909,-518.144159,459.657299,9252.574275
16312.124233,-444.123565,612.876398,9252.574275
16312.124557,-296.082377,459.657299,9252.574275
16312.124881,0.000000,536.266849,9548.656652
16312.125205,148.041188,612.876398,9770.718434
16312.125529,0.000000,842.705048,9474.636058
16312.125853,814.226536,995.924147,9252.574275
16312.126177,1776.494261,1225.752797,9474.636058
16312.126501,888.247130,919.314598,9400.615463
16312.126825,518.144159,1302.362347,9252.574275
16312.127149,740.205942,766.095498,9252.574275
16312.127473,888.247130,612.876398,9326.594869
16312.127797,296.082377,459.657299,9474.636058
16312.128121,-148.041188,612.876398,9178.553681
16312.128444,222.061783,306.438199,8364.327145
16312.128768,592.164754,689.485948,8882.471304
16312.129092,518.144159,919.314598,8956.491898
16312.129416,1036.288319,689.485948,9178.553681
16312.129740,962.267725,1455.581446,9104.533087
16312.130064,1702.473667,1608.800546,9400.615463
16312.130388,2220.617826,1455.581446,9548.656652
16312.130712,1332.370696,1838.629195,9474.636058
16312.131036,1480.411884,2145.067394,9178.553681
16312.131360,2294.638420,1762.019645,9474.636058
16312.131684,2368.659014,1915.238745,10066.800811
16312.132008,2368.659014,1915.238745,9844.739029
16312.132332,1924.535449,2451.505594,9770.718434
16312.132656,2220.617826,2451.505594,9844.739029
16312.132980,2886.803174,2528.115143,9992.780217
16312.133304,2886.803174,3294.210641,9696.697840
16312.133628,2516.700203,3830.477490,9252.574275
16312.133952,2886.803174,4749.792088,8438.347739
16312.134275,4145.153275,4060.306139,8808.450710
16312.134599,3108.864956,3907.087040,8734.430116
16312.134923,2072.576638,3983.696590,8290.306550
16312.135247,1998.556043,3983.696590,8290.306550
16312.135571,2442.679609,3677.258390,8216.285956
16312.135895,1184.329507,2834.553343,8660.409521
16312.136219,518.144159,3064.381992,7698.141797
16312.136543,518.144159,2528.115143,8808.450710
16312.136867,444.123565,2451.505594,8808.450710
16312.137191,814.226536,2757.943793,9474.636058
16312.137515,962.267725,3140.991542,9696.697840
16312.137839,1776.494261,3064.381992,9548.656652
16312.138163,3182.885551,3677.258390,9696.697840
16312.138487,3627.009116,3983.696590,10140.821405
16312.138811,3478.967927,3983.696590,10436.903782
16312.139135,3478.967927,3830.477490,9844.739029
16312.139459,4441.235652,3677.258390,9918.759623
16312.139783,3997.112087,3447.429741,10066.800811
16312.140106,3404.947333,3370.820191,9844.739029
16312.140430,3034.844362,3983.696590,9252.574275
16312.140754,3627.009116,3447.429741,8956.491898
16312.141078,3478.967927,3677.258390,9178.553681
16312.141402,3108.864956,3677.258390,9400.615463
16312.141726,2442.679609,3524.039291,9178.553681
