#time,accel_x,accel_y,accel_z
28962.696293,-222.061783,6588.421283,7031.956449
28962.696621,-1554.432478,7124.688131,7920.203579
28962.696949,-2664.741391,6741.640382,5995.668130
28962.697278,-2368.659014,5056.230287,4885.359217
28962.697606,-962.267725,3140.991542,5921.647536
28962.697935,-1776.494261,3983.696590,5773.606348
28962.698263,-1628.453072,5286.058936,6143.709319
28962.698592,-444.123565,4136.915689,6883.915261
28962.698920,-296.082377,2681.334243,7402.059420
28962.699249,-592.164754,2451.505594,9104.533087
28962.699577,0.000000,3524.039291,9992.780217
28962.699906,888.247130,4519.963438,9326.594869
28962.700234,2368.659014,3064.381992,11325.150913
28962.700562,1998.556043,2068.457845,12139.377449
28962.700891,814.226536,2451.505594,11991.336260
28962.701219,1184.329507,2068.457845,12213.398043
28962.701548,1480.411884,842.705048,12731.542202
28962.701876,666.185348,1302.362347,13175.665768
28962.702205,-592.164754,1378.971896,11843.295072
28962.702533,-740.205942,1225.752797,11547.212695
28962.702862,-888.247130,842.705048,11473.192101
28962.703190,-1628.453072,1225.752797,11473.192101
28962.703519,-2072.576638,1838.629195,10362.883188
28962.703847,-2368.659014,2451.505594,9104.533087
28962.704176,-1850.514855,2987.772442,8882.471304
28962.704504,-1850.514855,3753.867940,9104.533087
28962.704832,-4293.194464,4826.401637,7846.182985
28962.705161,-5921.647536,4749.792088,6291.750507
28962.705489,-4959.379811,3600.648841,6291.750507
28962.705818,-6439.791695,3907.087040,7031.956449
28962.706146,-8068.244768,4826.401637,6957.935855
28962.706475,-8068.244768,4826.401637,6291.750507
28962.706803,-7846.182985,3294.210641,7105.977043
28962.707132,-7624.121203,3524.039291,7994.224174
28962.707460,-7476.080014,4673.182538,8882.471304
28962.707789,-7328.038826,5209.449386,8216.285956
28962.708117,-6513.812290,4596.572988,7698.141797
28962.708446,-5107.421000,3753.867940,8512.368333
28962.708774,-5477.523971,5209.449386,9326.594869
28962.709102,-4811.338623,5669.106685,8956.491898
28962.709431,-3997.112087,4673.182538,9548.656652
28962.709759,-2368.659014,3217.601092,10732.986159
28962.710088,-2516.700203,3677.258390,10288.862594
28962.710416,-1850.514855,3753.867940,9770.718434
28962.710745,-296.082377,2834.553343,9252.574275
28962.711073,370.102971,2681.334243,9178.553681
28962.711402,1258.350101,2528.115143,10362.883188
28962.711730,1110.308913,3753.867940,10510.924376
28962.712059,740.205942,2681.334243,10066.800811
28962.712387,1776.494261,1455.581446,10584.944971
28962.712715,1554.432478,995.924147,11177.109724
28962.713044,814.226536,2451.505594,10658.965565
28962.713372,2072.576638,2987.772442,9770.718434
28962.713701,3034.844362,1455.581446,9918.759623
28962.714029,2442.679609,1225.752797,9326.594869
28962.714358,2590.720797,2451.505594,8512.368333
28962.714686,3627.009116,2298.286494,7550.100608
28962.715015,3997.112087,1608.800546,7624.121203
28962.715343,4145.153275,536.266849,7772.162391
28962.715672,3404.947333,536.266849,7920.203579
28962.716000,2220.617826,0.000000,8068.244768
28962.716329,1332.370696,-1991.848295,9622.677246
28962.716657,-740.205942,-2987.772442,12139.377449
28962.716985,-3627.009116,-2681.334243,13101.645173
