#time,accel_x,accel_y,accel_z
28577.759484,-148.041188,2145.067394,11103.089130
28577.759812,1184.329507,2681.334243,10214.842000
28577.760141,1110.308913,2681.334243,8068.244768
28577.760469,296.082377,1608.800546,6513.812290
28577.760797,740.205942,2987.772442,6291.750507
28577.761125,1850.514855,4060.306139,6069.688724
28577.761453,1776.494261,3064.381992,6439.791695
28577.761781,2442.679609,2681.334243,6957.935855
28577.762110,2516.700203,2987.772442,7920.203579
28577.762438,814.226536,2681.334243,9474.636058
28577.762766,518.144159,0.000000,9474.636058
28577.763094,814.226536,-1225.752797,9474.636058
28577.763422,1036.288319,689.485948,11843.295072
28577.763751,1332.370696,1302.362347,11029.068536
28577.764079,1258.350101,-383.047749,10584.944971
28577.764407,-296.082377,-1762.019645,11917.315666
28577.764735,-888.247130,-1302.362347,11473.192101
28577.765063,0.000000,-919.314598,10955.047942
28577.765392,814.226536,-1532.190996,11399.171507
28577.765720,666.185348,-153.219100,11843.295072
28577.766048,444.123565,0.000000,11325.150913
28577.766376,2516.700203,-766.095498,10140.821405
28577.766704,3701.029710,-306.438199,9474.636058
28577.767033,3552.988522,1225.752797,9770.718434
28577.767361,4663.297435,2987.772442,9030.512492
28577.767689,5107.421000,2757.943793,8734.430116
28577.768017,5255.462188,1455.581446,9252.574275
28577.768345,4737.318029,1838.629195,9030.512492
28577.768674,4663.297435,2757.943793,8586.388927
28577.769002,5773.606348,2987.772442,8956.491898
28577.769330,6143.709319,3524.039291,9622.677246
28577.769658,4959.379811,3830.477490,9548.656652
28577.769986,3478.967927,4366.744339,7994.224174
28577.770315,5033.400406,5209.449386,7402.059420
28577.770643,5921.647536,5822.325785,8068.244768
28577.770971,4811.338623,7584.345430,7846.182985
28577.771299,3478.967927,7660.954980,7994.224174
28577.771627,2516.700203,6894.859482,7550.100608
28577.771956,2590.720797,5822.325785,8142.265362
28577.772284,2664.741391,5669.106685,9030.512492
28577.772612,2442.679609,6741.640382,9178.553681
28577.772940,2294.638420,6971.469032,9770.718434
28577.773268,2368.659014,6128.763984,9992.780217
28577.773597,2146.597232,5669.106685,9770.718434
28577.773925,2294.638420,6818.249932,9400.615463
28577.774253,2590.720797,8120.612279,8438.347739
28577.774581,4145.153275,7584.345430,8586.388927
28577.774909,3775.050304,7354.516781,8734.430116
28577.775238,2368.659014,7584.345430,8216.285956
28577.775566,1406.391290,6894.859482,6513.812290
28577.775894,1480.411884,5439.278036,6365.771101
28577.776222,222.061783,4519.963438,7179.997637
28577.776550,-740.205942,5439.278036,8290.306550
28577.776878,-1850.514855,3140.991542,8734.430116
28577.777207,-2368.659014,1455.581446,9326.594869
28577.777535,-3108.864956,-306.438199,9844.739029
28577.777863,-3923.091493,0.000000,10362.883188
28577.778191,-2812.782580,-383.047749,10214.842000
28577.778519,-370.102971,-1225.752797,9918.759623
28577.778848,1332.370696,-1378.971896,9548.656652
28577.779176,1628.453072,995.924147,8956.491898
28577.779504,3775.050304,2604.724693,7698.141797
28577.779832,6069.688724,2451.505594,7031.956449
28577.780160,6661.853478,2451.505594,7994.224174
28577.780489,5329.482782,2451.505594,7772.162391
28577.780817,4663.297435,1302.362347,8068.244768
28577.781145,2960.823768,-995.924147,9992.780217
28577.781473,740.205942,-3907.087040,11843.295072
28577.781801,-1258.350101,-6358.592633,13619.789333
28577.782130,-3775.050304,-7660.954980,14582.057057
28577.782458,-3478.967927,-8427.050478,14878.139434
28577.782786,-2960.823768,-9193.145976,14508.036463
28577.783114,-2664.741391,-7431.126331,12953.603985
28577.783442,740.205942,-4213.525239,10510.924376
28577.783771,4515.256246,-766.095498,9030.512492
28577.784099,7105.977043,2374.896044,8364.327145
28577.784427,7994.224174,4749.792088,6069.688724
28577.784755,8290.306550,5209.449386,4885.359217
28577.785083,7624.121203,5209.449386,4885.359217
28577.785412,5699.585753,4596.572988,6439.791695
28577.785740,3849.070898,2604.724693,9918.759623
28577.786069,148.041188,-229.828649,11473.192101
28577.786397,-2072.576638,-3064.381992,11325.150913
28577.786726,-2960.823768,-4903.011187,12953.603985
28577.787054,-3108.864956,-2757.943793,13175.665768
28577.787383,-2220.617826,1072.533697,11399.171507
28577.787711,222.061783,3294.210641,9474.636058
28577.788040,2590.720797,3983.696590,7105.977043
28577.788368,3478.967927,7660.954980,4737.318029
28577.788697,3997.112087,10801.946522,4219.173869
28577.789025,3182.885551,11108.384721,4441.235652
28577.789354,814.226536,8963.317327,5403.503377
28577.789682,-1332.370696,5515.887586,7624.121203
28577.790011,-2664.741391,3753.867940,9474.636058
28577.790339,-4589.276840,2068.457845,10955.047942
28577.790668,-5403.503377,306.438199,12139.377449
28577.790996,-5255.462188,0.000000,13693.809927
28577.791324,-3404.947333,536.266849,14137.933492
28577.791653,-1554.432478,2068.457845,13175.665768
28577.791981,-518.144159,3217.601092,11325.150913
28577.792310,-370.102971,4903.011187,8142.265362
28577.792638,592.164754,5439.278036,6143.709319
28577.792967,2368.659014,5286.058936,5329.482782
28577.793295,2516.700203,5362.668486,6587.832884
28577.793624,1036.288319,6358.592633,6957.935855
28577.793952,1480.411884,5515.887586,7031.956449
28577.794281,2368.659014,2987.772442,7031.956449
28577.794609,1258.350101,919.314598,7105.977043
28577.794938,0.000000,229.828649,7328.038826
28577.795266,-1850.514855,229.828649,9030.512492
28577.795595,-1924.535449,-383.047749,11177.109724
28577.795923,-2294.638420,-3600.648841,11621.233289
28577.796252,-3404.947333,-5822.325785,10510.924376
28577.796580,-2664.741391,-6588.421283,10140.821405
28577.796909,-296.082377,-4979.620737,11399.171507
28577.797237,1184.329507,-2834.553343,12509.480420
28577.797566,2812.782580,-2068.457845,11843.295072
28577.797894,3997.112087,-2298.286494,10881.027347
28577.798223,4959.379811,-1455.581446,10362.883188
28577.798551,4811.338623,-612.876398,9548.656652
28577.798879,3478.967927,-536.266849,9400.615463
28577.799208,1924.535449,-1378.971896,9178.553681
28577.799536,1554.432478,-3140.991542,8364.327145
28577.799865,962.267725,-3753.867940,8660.409521
28577.800193,-962.267725,-2681.334243,8216.285956
28577.800522,-2664.741391,-2757.943793,7624.121203
28577.800850,-3256.906145,-3447.429741,7698.141797
28577.801179,-2294.638420,-3524.039291,8586.388927
28577.801507,-2442.679609,-2145.067394,9030.512492
28577.801836,-4071.132681,-2145.067394,9178.553681
28577.802164,-4589.276840,-2451.505594,8512.368333
28577.802493,-2812.782580,-3064.381992,9400.615463
28577.802821,-1258.350101,-2604.724693,10955.047942
28577.803150,-888.247130,-842.705048,11325.150913
28577.803478,296.082377,306.438199,10140.821405
28577.803807,2516.700203,383.047749,10510.924376
28577.804135,2516.700203,1149.143247,9326.594869
28577.804464,1924.535449,2451.505594,7772.162391
28577.804792,666.185348,3370.820191,7105.977043
28577.805121,222.061783,3064.381992,7105.977043
28577.805449,-962.267725,2528.115143,8216.285956
28577.805778,-2368.659014,1838.629195,9252.574275
28577.806106,-3256.906145,1532.190996,8660.409521
28577.806434,-3256.906145,995.924147,9252.574275
28577.806763,-2072.576638,995.924147,9030.512492
28577.807091,-2590.720797,1685.410096,8956.491898
28577.807420,-2442.679609,2757.943793,8438.347739
28577.807748,-1480.411884,2681.334243,8808.450710
28577.808077,-1480.411884,2451.505594,9548.656652
