#time,accel_x,accel_y,accel_z
2978.947866,0.000000,919.314598,9178.553681
2978.948181,-148.041188,766.095498,9178.553681
2978.948495,-148.041188,536.266849,9400.615463
2978.948810,-148.041188,536.266849,9326.594869
2978.949124,0.000000,459.657299,9252.574275
2978.949439,-222.061783,689.485948,9252.574275
2978.949753,-296.082377,1072.533697,9252.574275
2978.950068,-222.061783,842.705048,9400.615463
2978.950382,-222.061783,459.657299,9030.512492
2978.950697,0.000000,536.266849,9474.636058
2978.951011,0.000000,76.609550,9326.594869
2978.951326,-148.041188,459.657299,9400.615463
2978.951640,-74.020594,842.705048,9326.594869
2978.951955,-370.102971,612.876398,9178.553681
2978.952269,-148.041188,536.266849,9474.636058
2978.952584,74.020594,1149.143247,9252.574275
2978.952898,222.061783,612.876398,9326.594869
2978.953213,-296.082377,689.485948,9326.594869
2978.953527,0.000000,689.485948,9474.636058
2978.953842,-444.123565,842.705048,9474.636058
2978.954156,-296.082377,995.924147,9548.656652
2978.954471,-370.102971,842.705048,9474.636058
2978.954785,-518.144159,919.314598,9474.636058
2978.955100,-222.061783,766.095498,9474.636058
2978.955414,-148.041188,766.095498,9474.636058
2978.955729,-370.102971,1225.752797,9178.553681
2978.956043,-518.144159,1225.752797,9104.533087
2978.956358,-444.123565,1225.752797,9178.553681
2978.956672,-740.205942,1455.581446,8956.491898
2978.956987,-370.102971,1149.143247,8956.491898
2978.957301,-1036.288319,1455.581446,9400.615463
2978.957616,-962.267725,1608.800546,9252.574275
2978.957930,-1036.288319,1455.581446,9400.615463
2978.958245,-1258.350101,1608.800546,9474.636058
2978.958559,-1406.391290,1685.410096,9474.636058
2978.958874,-1406.391290,1685.410096,9548.656652
2978.959188,-1332.370696,1532.190996,9474.636058
2978.959503,-1628.453072,2145.067394,9918.759623
2978.959817,-1850.514855,2451.505594,9400.615463
2978.960132,-1924.535449,2451.505594,9400.615463
2978.960446,-2294.638420,2528.115143,9474.636058
2978.960761,-2368.659014,2528.115143,9474.636058
2978.961075,-2738.761985,2757.943793,9400.615463
2978.961390,-3256.906145,2834.553343,9030.512492
2978.961704,-2960.823768,2987.772442,8956.491898
2978.962019,-3404.947333,2911.162892,8956.491898
2978.962333,-3404.947333,2451.505594,8956.491898
2978.962648,-3923.091493,2604.724693,9252.574275
2978.962962,-4219.173869,2987.772442,9030.512492
2978.963277,-3923.091493,3064.381992,9030.512492
2978.963591,-3627.009116,3140.991542,8882.471304
2978.963906,-3478.967927,3370.820191,8586.388927
2978.964220,-3034.844362,3907.087040,8438.347739
2978.964535,-2442.679609,3907.087040,8512.368333
2978.964849,-1998.556043,3600.648841,8068.244768
2978.965164,-2072.576638,3830.477490,7994.224174
2978.965478,-1554.432478,3370.820191,8438.347739
2978.965793,-1480.411884,3217.601092,8956.491898
2978.966107,-1554.432478,2834.553343,9178.553681
2978.966422,-1924.535449,2604.724693,9400.615463
2978.966736,-1776.494261,2987.772442,9474.636058
2978.967051,-1924.535449,2757.943793,9770.718434
2978.967365,-2294.638420,2834.553343,9548.656652
2978.967680,-2220.617826,2834.553343,9992.780217
2978.967994,-2220.617826,2681.334243,10066.800811
2978.968309,-1924.535449,2911.162892,9918.759623
2978.968623,-1332.370696,3294.210641,9770.718434
2978.968938,-592.164754,3677.258390,9474.636058
2978.969252,74.020594,3677.258390,8438.347739
2978.969567,0.000000,3294.210641,7994.224174
2978.969881,-148.041188,2911.162892,8290.306550
2978.970196,-592.164754,2451.505594,8660.409521
2978.970510,-1554.432478,1838.629195,9252.574275
2978.970825,-2812.782580,995.924147,9918.759623
2978.971139,-3997.112087,842.705048,10436.903782
2978.971454,-4515.256246,459.657299,10436.903782
2978.971768,-4885.359217,1072.533697,10584.944971
2978.972083,-4145.153275,1302.362347,10066.800811
2978.972397,-3034.844362,2145.067394,9844.739029
2978.972712,-1628.453072,2834.553343,9104.533087
2978.973026,-814.226536,3524.039291,8290.306550
2978.973341,-148.041188,3907.087040,8290.306550
2978.973656,296.082377,4136.915689,8290.306550
2978.973970,296.082377,3983.696590,7846.182985
2978.974285,222.061783,3753.867940,7920.203579
2978.974599,-222.061783,3294.210641,7698.141797
2978.974914,-1332.370696,2068.457845,8068.244768
2978.975228,-2368.659014,1455.581446,8808.450710
2978.975543,-3478.967927,766.095498,9844.739029
2978.975857,-4737.318029,0.000000,11251.130318
2978.976172,-5847.626942,459.657299,11695.253884
2978.976486,-5551.544565,766.095498,11103.089130
2978.976801,-4885.359217,995.924147,10214.842000
2978.977115,-3552.988522,1149.143247,9844.739029
2978.977430,-2516.700203,2451.505594,9326.594869
2978.977744,-2220.617826,2987.772442,8882.471304
2978.978059,-1258.350101,3830.477490,8586.388927
2978.978373,0.000000,4366.744339,8364.327145
2978.978688,222.061783,4596.572988,7476.080014
2978.979002,222.061783,3830.477490,7920.203579
2978.979317,-814.226536,3217.601092,8882.471304
2978.979631,-2442.679609,2757.943793,9992.780217
2978.979946,-3701.029710,2221.676944,10955.047942
2978.980260,-4589.276840,1762.019645,10955.047942
2978.980575,-5107.421000,1915.238745,10881.027347
2978.980889,-5625.565159,1915.238745,10584.944971
2978.981204,-5625.565159,2374.896044,10436.903782
2978.981518,-4737.318029,3217.601092,9918.759623
2978.981833,-3034.844362,3447.429741,8734.430116
2978.982147,-888.247130,4290.134789,7105.977043
2978.982462,370.102971,4903.011187,6143.709319
2978.982776,592.164754,5669.106685,6513.812290
2978.983091,888.247130,5592.497135,7031.956449
2978.983405,1332.370696,4826.401637,7328.038826
2978.983720,0.000000,4213.525239,7994.224174
2978.984034,-1406.391290,3677.258390,9178.553681
2978.984349,-3701.029710,2145.067394,10807.006753
2978.984663,-4663.297435,1991.848295,11695.253884
2978.984978,-4811.338623,1685.410096,11325.150913
2978.985292,-4959.379811,1915.238745,11251.130318
2978.985607,-5107.421000,2528.115143,10732.986159
2978.985921,-4145.153275,2451.505594,9770.718434
2978.986236,-2368.659014,3677.258390,8438.347739
2978.986550,-1480.411884,4060.306139,7994.224174
