#time,accel_x,accel_y,accel_z
21044.740505,-592.164754,-919.314598,9400.615463
21044.740829,-1258.350101,-766.095498,9326.594869
21044.741152,-814.226536,-919.314598,9030.512492
21044.741476,-740.205942,-536.266849,9548.656652
21044.741799,-1036.288319,-995.924147,8734.430116
21044.742122,-370.102971,0.000000,9104.533087
21044.742446,0.000000,0.000000,9326.594869
21044.742769,518.144159,0.000000,9400.615463
21044.743093,666.185348,306.438199,9474.636058
21044.743416,592.164754,0.000000,8956.491898
21044.743740,518.144159,-229.828649,9770.718434
21044.744063,592.164754,229.828649,9474.636058
21044.744387,74.020594,76.609550,9178.553681
21044.744710,-296.082377,-459.657299,9252.574275
21044.745034,-814.226536,-842.705048,8734.430116
21044.745357,-740.205942,-919.314598,9104.533087
21044.745680,-888.247130,-842.705048,9252.574275
21044.746004,-814.226536,-536.266849,9400.615463
21044.746327,-592.164754,-459.657299,9178.553681
21044.746651,-592.164754,-229.828649,8734.430116
21044.746974,-222.061783,-229.828649,9474.636058
21044.747298,-666.185348,-153.219100,9104.533087
21044.747621,-1036.288319,76.609550,9178.553681
21044.747945,-592.164754,-383.047749,9326.594869
21044.748268,-370.102971,0.000000,9252.574275
21044.748591,-962.267725,-306.438199,9474.636058
21044.748915,-1036.288319,-383.047749,9474.636058
21044.749238,-1406.391290,-383.047749,9030.512492
21044.749562,-1406.391290,0.000000,9326.594869
21044.749885,-962.267725,306.438199,9474.636058
21044.750209,-1036.288319,459.657299,9474.636058
21044.750532,-1406.391290,842.705048,9400.615463
21044.750856,-1036.288319,1225.752797,9844.739029
21044.751179,-888.247130,1149.143247,9696.697840
21044.751503,-1628.453072,1608.800546,9474.636058
21044.751826,-2072.576638,1378.971896,9844.739029
21044.752149,-2368.659014,1302.362347,9326.594869
21044.752473,-2664.741391,1302.362347,9326.594869
21044.752796,-3182.885551,1149.143247,9548.656652
21044.753120,-3849.070898,1532.190996,8734.430116
21044.753443,-3627.009116,995.924147,8512.368333
21044.753767,-3701.029710,1762.019645,9400.615463
21044.754090,-3775.050304,1915.238745,9104.533087
21044.754414,-4071.132681,2451.505594,8438.347739
21044.754737,-3404.947333,1991.848295,8438.347739
21044.755061,-2812.782580,2451.505594,8808.450710
21044.755384,-3182.885551,2451.505594,8438.347739
21044.755707,-3034.844362,2451.505594,8512.368333
21044.756031,-2516.700203,2221.676944,7920.203579
21044.756354,-1628.453072,2298.286494,8734.430116
21044.756678,-2294.638420,2298.286494,8142.265362
21044.757001,-2146.597232,2451.505594,8216.285956
21044.757325,-1924.535449,2068.457845,8142.265362
21044.757648,-1110.308913,2298.286494,8734.430116
21044.757972,-1184.329507,1915.238745,8660.409521
21044.758295,-1406.391290,2221.676944,8586.388927
21044.758619,-740.205942,1532.190996,8882.471304
21044.758942,-518.144159,1532.190996,9548.656652
21044.759265,-740.205942,1915.238745,9918.759623
21044.759589,-1554.432478,1762.019645,10436.903782
21044.759912,-1776.494261,1378.971896,10732.986159
21044.760236,-2294.638420,1762.019645,11029.068536
21044.760559,-3108.864956,1378.971896,11325.150913
21044.760883,-3997.112087,1838.629195,11769.274478
21044.761206,-4515.256246,1762.019645,10658.965565
21044.761530,-4515.256246,1991.848295,10214.842000
21044.761853,-4367.215058,2221.676944,10436.903782
