#time,accel_x,accel_y,accel_z
1522.285466,-444.123565,689.485948,9622.677246
1522.285792,-666.185348,1072.533697,8808.450710
1522.286118,296.082377,536.266849,9770.718434
1522.286444,814.226536,689.485948,10140.821405
1522.286770,-148.041188,689.485948,9178.553681
1522.287096,-888.247130,612.876398,9548.656652
1522.287422,444.123565,-306.438199,9992.780217
1522.287748,222.061783,0.000000,9770.718434
1522.288074,-666.185348,766.095498,8882.471304
1522.288400,-370.102971,536.266849,9104.533087
1522.288726,74.020594,0.000000,8734.430116
1522.289052,0.000000,306.438199,8586.388927
1522.289378,592.164754,1149.143247,9474.636058
1522.289704,222.061783,1685.410096,8438.347739
1522.290030,296.082377,1455.581446,8586.388927
1522.290356,1480.411884,919.314598,9844.739029
1522.290682,888.247130,919.314598,9474.636058
1522.291008,-592.164754,1149.143247,8808.450710
1522.291334,0.000000,689.485948,9844.739029
1522.291660,0.000000,-306.438199,9844.739029
1522.291986,-740.205942,612.876398,9178.553681
1522.292312,-1332.370696,536.266849,9326.594869
1522.292638,-962.267725,536.266849,9622.677246
1522.292964,-444.123565,306.438199,9474.636058
1522.293290,-592.164754,842.705048,9918.759623
1522.293616,-296.082377,1378.971896,9548.656652
1522.293942,-666.185348,1532.190996,8364.327145
1522.294268,518.144159,1378.971896,9326.594869
1522.294594,888.247130,1149.143247,10214.842000
1522.294920,-666.185348,1915.238745,9326.594869
1522.295246,-666.185348,1532.190996,9030.512492
1522.295572,296.082377,383.047749,9400.615463
1522.295898,74.020594,689.485948,9622.677246
1522.296224,-1110.308913,2068.457845,8956.491898
1522.296550,-1110.308913,1455.581446,8956.491898
1522.296876,-814.226536,766.095498,9326.594869
1522.297202,-1332.370696,612.876398,9252.574275
1522.297528,-1110.308913,1991.848295,9474.636058
1522.297854,-1628.453072,2834.553343,9178.553681
1522.298180,-1924.535449,2451.505594,9104.533087
1522.298506,-1332.370696,2374.896044,9992.780217
1522.298832,-2220.617826,2604.724693,10140.821405
1522.299158,-3256.906145,3140.991542,9252.574275
1522.299484,-2590.720797,2528.115143,9400.615463
1522.299810,-2516.700203,1991.848295,9844.739029
1522.300136,-3849.070898,2528.115143,9844.739029
1522.300462,-4219.173869,3524.039291,8586.388927
1522.300788,-3849.070898,3370.820191,9326.594869
1522.301114,-4145.153275,2757.943793,9696.697840
1522.301440,-4515.256246,3217.601092,8512.368333
1522.301766,-4145.153275,4443.353888,9252.574275
1522.302092,-3849.070898,4673.182538,8660.409521
1522.302418,-3478.967927,3983.696590,8734.430116
1522.302744,-2590.720797,4060.306139,9474.636058
1522.303070,-3404.947333,4903.011187,8660.409521
1522.303396,-3627.009116,5439.278036,8068.244768
1522.303722,-2368.659014,3907.087040,7994.224174
1522.304048,-1924.535449,4136.915689,8586.388927
1522.304374,-2960.823768,4673.182538,7402.059420
1522.304700,-2220.617826,4519.963438,7550.100608
1522.305026,-1110.308913,3600.648841,8438.347739
1522.305352,-1036.288319,3217.601092,8290.306550
1522.305678,-592.164754,3677.258390,9178.553681
