#time,accel_x,accel_y,accel_z
20448.783193,296.082377,2298.286494,9770.718434
20448.783517,518.144159,2757.943793,9696.697840
20448.783840,222.061783,3830.477490,8956.491898
20448.784164,222.061783,4060.306139,8068.244768
20448.784487,740.205942,3907.087040,8068.244768
20448.784810,740.205942,4136.915689,8438.347739
20448.785134,0.000000,4519.963438,8438.347739
20448.785457,-296.082377,3524.039291,7772.162391
20448.785781,-74.020594,3140.991542,7846.182985
20448.786104,-1184.329507,2221.676944,8364.327145
20448.786428,-1480.411884,2145.067394,7920.203579
20448.786751,-2368.659014,1608.800546,7179.997637
20448.787075,-1850.514855,919.314598,7254.018232
20448.787398,-1554.432478,612.876398,7402.059420
20448.787722,-1184.329507,229.828649,8364.327145
20448.788045,-1036.288319,306.438199,8438.347739
20448.788369,-296.082377,306.438199,8734.430116
20448.788692,592.164754,0.000000,9030.512492
20448.789016,740.205942,0.000000,9252.574275
20448.789339,1406.391290,-229.828649,10066.800811
20448.789663,1850.514855,-995.924147,10362.883188
20448.789986,2590.720797,-995.924147,10436.903782
20448.790310,2886.803174,-1225.752797,11029.068536
20448.790633,3108.864956,-1225.752797,11177.109724
20448.790957,4219.173869,-1608.800546,11843.295072
20448.791280,4737.318029,-1685.410096,11843.295072
20448.791604,4737.318029,-536.266849,11769.274478
20448.791927,5551.544565,-383.047749,11843.295072
20448.792251,6439.791695,0.000000,11177.109724
20448.792574,7105.977043,536.266849,10658.965565
20448.792898,7328.038826,995.924147,10288.862594
20448.793221,6513.812290,1762.019645,9474.636058
20448.793545,5699.585753,2068.457845,8660.409521
20448.793868,5477.523971,2451.505594,8216.285956
20448.794192,4885.359217,2451.505594,7920.203579
20448.794515,3404.947333,2298.286494,7254.018232
20448.794839,2072.576638,2145.067394,7105.977043
20448.795162,1702.473667,2298.286494,6883.915261
20448.795486,814.226536,2451.505594,6661.853478
20448.795809,0.000000,2757.943793,6587.832884
20448.796133,-296.082377,2528.115143,7031.956449
20448.796456,-444.123565,2604.724693,7105.977043
20448.796780,-370.102971,2987.772442,7254.018232
20448.797103,-592.164754,3294.210641,7772.162391
20448.797427,-962.267725,3064.381992,7994.224174
20448.797750,-592.164754,2681.334243,8512.368333
20448.798074,-148.041188,3294.210641,8956.491898
20448.798397,0.000000,2911.162892,10881.027347
20448.798721,-888.247130,2451.505594,10732.986159
20448.799044,-740.205942,1608.800546,11399.171507
20448.799368,0.000000,1302.362347,11843.295072
20448.799691,-296.082377,1608.800546,11991.336260
20448.800015,0.000000,1915.238745,11695.253884
20448.800338,222.061783,1378.971896,10732.986159
20448.800662,444.123565,2298.286494,9844.739029
20448.800985,296.082377,2834.553343,8660.409521
20448.801309,-370.102971,2834.553343,7550.100608
20448.801632,-1258.350101,2528.115143,6661.853478
20448.801955,-2146.597232,2145.067394,6069.688724
20448.802279,-3701.029710,1608.800546,5921.647536
20448.802602,-5255.462188,0.000000,5477.523971
20448.802926,-6587.832884,-919.314598,5773.606348
20448.803249,-7254.018232,-2834.553343,6365.771101
20448.803573,-6957.935855,-3830.477490,7179.997637
20448.803896,-6439.791695,-4213.525239,8586.388927
20448.804220,-5477.523971,-4749.792088,9400.615463
20448.804543,-3997.112087,-5056.230287,10066.800811
20448.804867,-1554.432478,-4826.401637,10732.986159
20448.805190,-296.082377,-5132.839837,11029.068536
20448.805514,1036.288319,-4826.401637,11695.253884
20448.805837,1776.494261,-4903.011187,11769.274478
